0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
51.075,52.68055556,51.73611111,48.86111111,51.86527778,53.76111111,51.50416667,52.43333333,47.64444444,51.19166667,47.09444445,52.64027778,50.47361111,51.65277778,46.76349206,53.25277778,31,50.92777778,36.50694444,52.28611111,53.10277778,39.63194445,41.89027778,46.12638889,53.65138889,50.13194444,50.82638889,50.10138889,51.98888889,39.84861111,49.13492064,53.99722222,52.78333333,51.48611111,51.20873016,44.21388889,51.7625,52.08333333,50.125,49.87222222,51.30515873,52.04305556,52.83194444,50.175,51.23194444,53.00277778,48.58055556,47.36805556,47.21011905,48.93194444,38.65833333,40.04861111,52.3625,45.21666667,49.20972222,48.93055556,40.33134921,49.89722222,47.94583333,45.86111111,47.03611111,49.35277778,33.35416667,52.24444445,52.90694444,52.84722222,51.81805556,53.55694445,53.15555556,53.41388889,49.89583333,48.60833333,51.96527778,47.90972222,54.99444445,42.05833333,43.28611111,48.8875,52.31111111,52.69722222,52.35277778,50.08194445,49.02083333,51.57083333,46.46944445,51.2125,52.71388889,51.36805556,49.77777778,52.16944444,49.88055556,45.45277778,54.17242063,51.46666667,52.88611111,46.28194444,55.55555556,54.39861111,47.71805556,53.64166667,48.40694444,49.40694445,49.18611111,51.60138889,51.64166667,0,0,54.74583333,52.75138889,45.73472222,52.02638889,53.23611111,47.19444445,51.27361111,52.13333333,49.65694445,52.04027778,53.65555556,51.69305556,52.0375,46.54861111,37.6375,53.075,54.46111111,47.09583333,42.45555556,37.47222222,52.76111111,54.11944445,48.40833333,49.74166667,50.41666667,51.52638889,48.47738095,52.14166667,52.30555556,50.92638889,50.04305556,54.06388889,50.42638889,50.84583333,51.63611111,48.11666667,47.32638889,48.61944444,53.12222222,51.15277778,49.44126984,51.34027778,54.93214286,47.36527778,41.975,47.58333333,51.24305556,50.75833333,50.52440476,41.95555556,53.48055556,46.50456349,52.75138889,52.44444445,54.16388889,54.04722222,55.375,52.275,42.01666667,55.88611111,53.04027778,52.58055556,53.33333333,45.34583333,52.08055556,50.27638889,51.22361111,46.41388889,54.65138889,52.84027778,50.35972222,48.73472222,42.4,42.19166667,51.24027778,52.32857143,54.28194444,51.49722222,49.67777778,51.32777778,49.98055556,54.14166667,45.94583333,54.00833333,52.3875,52.6,46.58194445,42.42083333,54.80575397,31.25138889,36.95416667,54.725,49.9125,47.35674603,52.1,49.31527778,52.72361111,43.65555556,54.81765873,48.87083333
62.47777778,65.05694445,64.18333333,60.20972222,65.72361111,66.29107143,64.08055556,64.69027778,55.44444444,59.84325397,57.73333333,68.69305556,63.72083333,63.11527778,56.25416667,66.48452381,36.64305556,63.09861111,48.03472222,63.63472222,64.48055556,51.25138889,51.29166667,57.01527778,66.57916667,62.09900794,60.55,61.89305556,65.64583333,52.01805556,58.26805556,66.56388889,64.39027778,65.55416667,63.89861111,53.82638889,61.80138889,64.16944445,60.50396825,61.64444444,62.91805556,63.83472222,64.79305556,60.83333333,63.23611111,65.5,61.81805556,56.78333333,59.675,58.2375,49.22916667,45.125,62.54305556,58.20277778,59.80416667,61.53611111,49.93134921,60.40416667,60.07916667,57.60833333,57.1125,56.96666667,46.58194445,63.7,65.32916667,66.47361111,63.93630952,65.21111111,64.225,64.90555556,60.42638889,62.57916667,59.87638889,59.00277778,67.32777778,51.52916667,53.42222222,58.91944444,66.1625,64.95833333,64.29166667,60.42916667,61.34027778,62.28055556,55.35694444,66.79444445,63.95138889,60.71111111,59.84166667,63.49305556,63.19861111,54.7875,67.00833333,64.06746032,64.40138889,53.98968254,68.57222222,66.40833334,57.76527778,66.60138889,58.24027778,59.29027778,56.96111111,60.30833333,63.94722222,34.2125,0,67.67916667,66.48472222,54.13055556,63.175,66.46944444,56.08472222,62.54027778,62.56944444,60.99722222,61.93472222,66.575,62.38194444,52.65277778,57.15972222,47.625,62.6,68.01805556,56.75416667,51.51527778,39.79861111,65.45515873,67.69722222,57.83194444,59.68888889,60.89384921,64.1125,58.7609127,63.05694444,64.61527778,64.15972222,60.20972222,67.05416667,61.63611111,61.44722222,62.8875,60.65277778,51.79027778,61.36527778,65.29305556,63.66527778,58.24027778,61.68472222,68.57011905,55.20416667,52.55694445,57.82361111,64.14583333,62.23710317,61.44960317,50.49166667,64.51388889,58.11924603,65.02916667,65.03611111,65.8875,66.82083333,69.03055555,63.25972222,53.44583333,68.65555556,66.39583333,66.12361111,66.21527778,55.03472222,65.375,61.95694445,65.54027778,56.2125,66.30972222,65.5625,62.54027778,59.76666667,54.45416667,43.19444444,61.00972222,64.7109127,67.7125,64.8625,58.54722222,61.39027778,64.30416667,66.5875,53.61746032,66.15,65.15833333,65.25972222,60.92876984,52.35972222,67.54047619,39.05,43.29166667,65.89880952,58.51805556,57.11150794,60.69166667,62.88611111,65.17916667,56.98333333,67.35277778,60.01170635
62.23333333,64.3,64.55277778,59.64444444,65.50555556,65.95694444,64.36111111,64.98611111,54.79861111,59.90595238,56.79861111,32.43988095,64.80694444,59.12222222,56.47222222,66.02222222,37.42222222,63.31666667,45.72916667,63.49722222,64.33055556,46.48055556,50.78472222,56.62916667,65.73333333,60.69285714,59.41666667,60.21666667,65.90694445,53.24305556,40.9952381,65.15138889,65.12222222,65.4375,62.62916667,53.43888889,62.9125,63.09027778,63.99464286,60.30277778,63.38055556,64.92480159,63.02083333,60.89166667,60.21944445,63.51388889,62.48948413,58.0125,59.05515873,57.5515873,49.0875,45.825,63.30416667,52.78055556,59.59444445,60.70456349,56.99285714,60.33055556,56.74583333,55.47777778,57.65833333,56.37638889,35.07916667,63.59305556,65.25138889,67.46111111,66.78095238,65.87638889,64.71944445,63.92361111,60.84861111,61.66527778,59.00972222,59.78472222,67.41944445,51.82222222,54.43194444,59.05277778,65.85138889,65.29583333,63.72361111,58.75972222,61.87638889,62.15972222,55.42222222,64.49444444,63.6,60.57777778,58.26944444,62.46111111,63.77916667,54.16805556,66.66388889,63.80972222,65.07638889,52.31547619,69.00138889,66.12361111,58.22916667,65.18888889,56.84583333,59.71845238,58.16388889,61.05972222,61.85694444,67.80194444,0,66.14444445,67.65555556,54.16448413,58.64861111,64.98611111,56.12777778,60.73055556,58.51944445,61.01944445,58.29861111,65.30138889,61.1875,61.37916667,55.78611111,48.40694444,61.61527778,68.06666667,57.12083333,48.90277778,48.22083333,64.77361111,66.70277778,59.16269841,60.36666667,59.17242063,64.04444445,59.42003968,64.30515873,64.2125,62.9125,59.48472222,67.08194445,58.51924603,58.31388889,63.34166667,59.92777778,44.75,59.88055556,65.56527778,61.25813492,58.55,60.97361111,66.29484127,56.36944444,52.52777778,54.39305556,61.66944444,61.6875,61.08888889,50.12083333,63.28333333,58.5859127,65.05138889,65.51111111,65.79027778,65.5875,68.72083333,61.77638889,51.1125,61,65.67916667,64.43611111,62.7125,52.28313492,63.49305556,58.18888889,63.96805556,55.76944444,66.83055556,65.4375,62.49027778,57.13333333,51.5,51.46388889,59.84444445,63.93968254,67.66805556,66.76527778,58.41527778,58.74027778,63.52361111,65.26388889,57.39861111,66.04861111,66.025,64.29722222,59.75833333,47.14861111,67.19285714,38.20833333,43.51111111,66.26805556,56.13194444,54.15972222,58.625,60.54444444,64.5625,63.75833333,67.00416667,59.03333333
61.4672619,65.48968254,63.6734127,56.30099206,63.18174603,63.01706349,62.60496032,64.84265873,51.65099206,60.6531746,59.04384921,13.975,62.60892857,57.71150794,56.61051587,62.72857143,37.57242064,60.66507936,45.00198412,61.20238095,61.09285714,50.95674603,47.64603175,57.65297619,65.63789683,61.49265873,56.25615079,62.46369048,64.72559524,53.39087302,63.04603174,65.43888889,61.55654762,64.64206349,60.71289683,48.25337302,60.58809524,62.61706349,64.25277778,59.9093254,61.38452381,63.87916667,63.83194444,59.52123016,58.00198413,64.83313492,63.82916667,57.4297619,57.84623016,57.41289683,48.39166667,43.64801587,61.66269841,50.90218254,57.68234127,61.77420635,52.95,58.57757937,53.27460317,55.02420635,56.34325397,57.03869048,28.15436508,59.60496032,65.52579365,66.35714286,62.45496032,64.06845238,61.82460317,59.31349207,57.01448413,56.62281746,56.00019841,56.34781746,64.88730159,48.13115079,52.23055556,58.83154762,65.34583333,65.31011905,58.04404762,53.8093254,59.3781746,60.74761905,53.5265873,65.69503968,58.34424603,60.85496032,60.32361111,60.39404762,63.12666667,52.13392857,65.99384921,61.75039683,62.44543651,53.93948413,69.04345238,63.01626984,55.20972222,65.76468254,54.7734127,58.47003968,54.75753968,59.13968254,59.19662698,20.38888889,0,68.46448413,67.42797619,52.15972222,57.15853175,66.28333333,52.58710317,58.12202381,56.11468254,60.43829365,58.30079365,64.12281746,60.69265873,59.84603175,57.55436508,49.20992063,63.66369048,67.69742064,60.13650794,48.9265873,43.63670635,63.56587302,63.21071428,55.73531746,59.60873016,54.24246032,65.43928571,56.41507936,61.54503968,65.40297619,66.22103175,55.66587302,68.1327381,61.58095238,57.42718254,58.63849206,60.0468254,55.44861111,59.03551587,65.1077381,57.59404762,56.22003968,59.95198413,67.72460318,57.16944444,51.55753968,53.30198413,62.7875,59.56011905,58.62301587,49.33730159,61.49583333,54.20099206,63.12579365,63.24146825,63.40416667,62.97321429,68.79027778,58.85555556,52.64265873,60.04285714,63.55277778,65.52361111,64.79285714,52.96865079,64.00436508,55.80039682,64.0281746,55.36051587,64.54722222,64.2077381,63.03611111,55.95833333,51.48551587,54.62440476,57.06626984,61.6452381,68.19722222,67.00119048,56.69384921,56.51547619,62.06666667,63.14007937,47.14861111,61.19246032,63.54345238,61.62738095,58.41527778,47.74384921,62.46825397,39.41706349,37.31369048,65.28849206,54.86984127,58.45892857,57.64126984,60.14484127,63.79007937,48.59623016,62.3047619,57.25972222
62.10138889,62.9075,65.55833333,55.76833333,64.04111111,61.56277778,62.01055556,60.91944444,56.55333333,63.11626984,57.75444444,47.67083333,62.465,54.71166667,60.59472222,64.3875,36.72,59.56833333,43.77111111,60.33222222,63.93722222,52.35611111,50.61416667,56.08861111,64.33305556,61.38154762,54.68666667,59.56777778,66.42416667,52.61666667,57.40638889,63.46305556,62.85083333,63.17916667,57.925,47.56194445,65.48527778,62.55916667,64.10345238,56.86611111,64.31583333,62.74888889,62.36861111,61.34388889,58.67472222,64.02638889,62.31888889,57.65888889,59.46956349,55.39027778,48.4175,38.44055556,61.85972222,50.74722222,58.81388889,61.62472222,49.23444444,55.77555556,51.94861111,59.70694444,56.21805556,51.71916667,33.32444444,56.51333333,65.21702381,66.93146825,66.02361111,65.32940476,64.26944444,57.36,61.17611111,56.46138889,50.93472222,58.12027778,63.08694444,44.83388889,52.49583333,62.45611111,67.70444444,66.23277778,56.42916667,50.77916667,58.81083333,60.54444444,55.475,66.08472222,59.92083333,59.175,62.2775,58.70694444,64.2525,53.00472222,65.86333333,62.35944444,60.53361111,51.49996032,68.96083333,61.75694444,56.81638889,62.62972222,57.20305556,55.47412699,56.94333333,60.79527778,56.09972222,41.45555556,0,66.03638889,68.58,51.65138889,56.3175,64.73194444,51.07027778,55.50944444,54.93833333,60.42722222,55.85416667,63.33166667,63.2675,59.89972222,54.0093254,47.20388889,60.85361111,66.33527778,57.45,49.73805556,43.71527778,63.71888889,62.86333333,55.10666667,60.52222222,51.15472222,66.32444445,55.08222222,60.85035714,63.73833333,65.03111111,53.36138889,66.64444444,61.98527778,55.76777778,60.97083333,59.75305555,50.80472222,58.88583333,66.08222222,55.59722222,55.1009127,59.58666667,64.16253968,55.62333333,56.05861111,52.28194444,60.79861111,56.97166667,60.01944445,47.60972222,58.58111111,49.42115079,63.41861111,63.39055556,61.58444444,61.95805556,68.07916667,56.43972222,48,0,65.20861111,64.3175,64.66301587,50.92718254,63.28555556,54.42888889,62.28,56.4625,60.45111111,64.0175,60.67833333,52.9875,53.44694445,51.42722222,54.195,57.58623016,67.19722222,64.73611111,61.72138889,53.49277778,62.605,60.79472222,47.1915873,60.72833333,63.21916667,60.44166667,59.415,43.76694444,63.43126984,39.15305556,34.03833333,62.45694445,52.22222222,56.47003968,56.38333333,59.29722222,62.00277778,51.10916667,60.74583333,60.50388889
61.44583333,62.28472222,65.73888889,55.69583333,64.70416667,62.44027778,63.23055556,62.18055556,58.64305556,66.02301587,58.07083333,59.64027778,63.1625,60.25972222,62.03472222,65.25,37.69305556,60.98333333,45.94027778,60.11666667,65.15277778,50.62222222,51.99722222,57.45833333,61.6625,58.42380952,57.50694445,59.6875,66.98055556,48.75138889,36.81666667,63.17361111,64.83333333,63.79166667,62.66388889,52.97916667,62.37638889,62.55138889,64.6484127,58.50972222,64.3125,64.29861111,60.37916667,61.70833333,62.93194445,62.71944445,61.9025,58.61805556,59.83769841,58.04166667,48.88888889,44.36011905,63.76805556,55.25,58.89444444,59.95972222,45.46547619,57.88194445,56.38888889,61.5125,59.2,55.07083333,48.39166667,60.96388889,67.27361111,67.80833333,64.80361111,65.38055556,63.7125,59.89444445,61.42638889,57.05555556,54.50972222,58.04861111,63.49583333,48.06944444,51.22083333,64.9875,66.73472222,66.62638889,57.50138889,54.04305556,62.27777778,62.08611111,55.46666667,65.96388889,60.92777778,64.17777778,64.68055556,61.82777778,64.53472222,52.71388889,66.22916667,63.96527778,61.69027778,54.90952381,68.95694444,62.53472222,58.80555556,64.07916667,61.51527778,58.38595238,58.63472222,60.58194444,61.02083333,40.15138889,59.42222222,66.67777778,68.39444445,53.99384921,61.53194445,64.60277778,53.04722222,57.43888889,59.04166667,60.65694444,58.83611111,63.60833333,62.30972222,60.05555556,34.20666667,50.2765873,62.84305556,66.03472222,59.29166667,53.39781746,49.1875,65.39027778,65.93611111,59.12222222,62.15833333,54.56111111,65.93194445,57.83630952,63.64027778,63.90555556,65.22083333,55.12777778,67.62638889,61.83194444,58.44861111,63.65555556,59.78888889,55.05,59.67777778,65.5,58.06527778,23.19,63.89246032,67.64166667,62.64027778,60.05833333,56.80416667,59.275,58.94464286,61.79861111,49.75833333,61.64166667,51.08460318,63.91527778,64.12083333,62.87777778,62.60694444,68.48611111,58.24305556,50.63611111,56,65.25416667,60.75555556,61.09027778,56.78611111,60.85138889,55.45833333,62.60416667,58.00694444,61.94166667,66.53194445,60.68333333,58.90555556,50.46388889,56.1,57.83472222,61.71666667,66.85694444,65.65694444,63.19583333,59.1875,62.11805556,63.225,52.9015873,60.27222222,65.2625,61.90555556,58.73611111,48.20456349,64.39722222,37.26527778,39.33472222,63.24781746,55.24166667,59.40972222,61.41805556,57.81111111,63.92916667,61.22916667,58.61111111,62.53809524
64.26111111,61.04861111,67.22361111,57.40833333,64.44444445,64.38888889,64.97222222,62.68611111,58.61111111,62.23452381,59.94722222,61.93055556,64.60555556,63.28194444,61.21666667,65.34861111,35.96666667,61.925,54.1875,63.075,66.74722222,53.87222222,52.26805556,57.38194445,64.72777778,64.98928571,58.89722222,57.12777778,68.23333333,47.07777778,62.09027778,64.5875,66.63055556,65.71111111,64.33611111,59.10694444,65.09722222,64.88194444,64.02142857,60.18611111,65.12222222,64.88888889,64.37638889,63.51388889,64.46944444,64.08194444,58.49821429,62.91527778,58.07043651,61.30694444,55.15555556,45.30555556,66.74583333,58.22638889,61.48333333,57.67083333,43.61607143,59.33055556,60.54027778,59.05,62.99305556,58.93055556,51.80694444,62.77361111,67.66230159,66.61686508,65.075,66.20416667,65.43611111,63.18194444,63.49722222,59.00555556,57.60972222,62.92638889,65.93194444,53.25,53.78472222,64.44305556,67.96388889,67.82361111,61.38333333,59.29305556,65.05694444,62.08333333,53.61527778,67.29861111,62.99861111,67.17916667,65.77222222,64.53472222,66.38611111,48.38333333,64.70833333,63.97916667,64.06111111,57.94404762,69.2875,65.69444444,59.74305556,65.67777778,64.81388889,61.3875,60.1,63.79722222,63.99027778,67.21666667,66.7,67.61527778,68.74861111,56.94583333,63.75833333,64.55218254,57.05,61.83888889,62.95833333,63.09861111,62.74305556,64.73194445,65.9,63.32222222,42.71666667,56.13769841,63.30138889,65.81944445,61.90555556,56.12361111,47.8625,66.79583333,67.29722222,61.90833333,64.60972222,59.75833333,67.20972222,61.13511905,65.46448413,60.36388889,66.16666667,59.54305556,68.03611111,63.63472222,58.19027778,66.35,61.58055556,58.85416667,58.39166667,67.70138889,61.48194444,31.10666667,66.71111111,67.97103175,64.92996032,59.08888889,60.10416667,60.25416667,61.36805556,63.13888889,52.86805556,63.82638889,57.20119048,65.525,65.44166667,65.97222222,66.20277778,68.64722222,61.64861111,53.64583333,69.85833333,66.43194444,63.78333333,64.70833333,58.15833333,62.82083333,57.18055556,63.38055556,58.63611111,64.40555556,66.71805556,59.44027778,61.19444445,51.9875,60.10555556,62.11944445,64.63571429,66.07777778,63.54305556,63.12083333,60.94722222,64.15138889,66.44305556,58.68115079,62.9125,65.14583333,63.68194444,60.31805556,50.61666667,66.5593254,35.94305556,45.25972222,66.16111111,59.29166667,61.38670635,63.90694445,60.63194444,64.64861111,63.5875,63.17777778,64.22361111
66.58968254,62.06448413,66.46269841,54.12956349,57.5859127,62.17956349,66.56111111,64.01666667,30.95714286,28.54107143,61.9452381,64.11765873,60.00873016,64.58373016,26.20734127,55.28115079,34.72718254,60.42261905,57.27361111,63.9109127,66.68571429,60.58174603,48.75952381,58.67996032,66.42857143,52.08,62.18412698,58.55853175,68.35853175,43.57142857,62.05277778,65.80198413,67.32757937,59.56448413,63.79107143,62.8359127,66.99960318,66.79662698,37.33154762,61.37519841,53.95833333,49.03234127,65.86011905,64.08115079,65.17956349,66.01230159,60.9781746,62.78710317,39.14305556,61.69246032,58.88948413,44.77261905,68.23313492,58.53035714,62.46904762,57.63392857,34.88829365,60.62718254,61.0202381,39.24107143,63.25297619,60.51924603,54.63869048,64.06944445,67.28710318,66.67916667,66.93234127,66.93075397,61.5593254,65.15853175,60.2125,60.26865079,60.65654762,63.75178571,67.39980159,52.98531746,57.75555556,18.39761905,66.95079365,67.40714286,64.07460318,58.1890873,64.17638889,59.46071429,19.075,67.82440476,64.41190476,56.6375,26.02321429,66.41666667,66.01706349,34.68650794,65.86428572,65.29920635,64.40198413,61.44603175,68.40615079,66.80416667,55.24821429,66.64444444,48.88789683,62.59761905,45.89444444,60.3781746,66.05,67.89206349,67.67718254,66.98035714,69.45198413,57.48611111,65.64940476,66.5906746,57.04623016,62.82619048,64.57123016,65.94623016,63.90277778,65.24583333,67.08373016,65.15456349,51.09111111,59.76666667,58.60138889,65.75734127,59.08829365,57.70357143,52.79047619,67.50515873,66.70039682,61.04186508,65.24166667,61.84821429,68.76190476,60.52003968,65.73234127,59.58333333,57.28055556,59.94543651,68.31746032,62.16388889,59.23015873,67.20734127,64.39325397,59.2765873,51.81468254,68.70119048,63.05357143,49.47071429,46.84424603,67.80297619,53.50654762,26.49662698,61.87361111,62.0765873,59.39365079,63.5968254,54.32916667,64.21626984,58.45674603,66.96428571,64.25595238,66.50674603,66.18988095,68.33015873,63.13809524,59.26924603,69.82916667,66.9765873,65.79484127,65.99126984,55.61626984,65.85654762,61.97003968,65.15178571,49.56071429,64.95912698,55.79900794,60.28611111,63.99424603,55.09404762,61.72718254,63.8952381,65.27281746,67.83412698,63.01031746,29.70833333,63.38293651,61.53452381,66.6218254,61.80873016,65.31150794,59.97777778,62.19821429,54.50138889,55.7890873,67.6625,35.35892857,49.16289683,67.64861111,61.1140873,64.62896825,65.36587302,62.70357143,66.58253968,52.25039682,66.64543651,56.02718254
68.28611111,64.64305556,34.25972222,50.08472222,43.82222222,56.44027778,66.34444444,62.9375,38.36805556,13.33154762,62.05555556,64.0531746,18.37083333,65.6,10.1375,40.69861111,33.37361111,53.7625,60.69444445,63.57638889,64.26388889,64.10416667,40.00277778,60.07916667,67.52638889,6.525,66.12916667,61.72777778,44.87777778,4.895833333,61.25833333,66.45277778,64.70138889,57.38194444,68.41527778,65.58888889,67.47222222,67.72638889,15.29702381,60.46111111,28.54305556,49.25138889,66.84583333,56.56388889,68.3625,67.77083333,60.5625,41.925,18.55972222,62.70416667,62.19722222,48.39265873,49.94583333,54.94861111,63.65694444,60.36626984,19.20277778,59.76944444,63.52777778,60.71944445,43.725,64.01805556,59.5,60.57638889,46.53194445,65.85972222,65.49444444,69.03015873,48.80555556,60.79444444,27.14722222,60.8,60.46666667,36.81527778,67.59027778,52.71111111,42.26805556,10.31805555,30.65416667,36.35416667,64.24861111,50.90416667,51.1875,41.62777778,13.89305556,47.93194445,64.25694444,37.83611111,13.07777778,68.24583333,66.83035714,31.94861111,65.17202381,65.91111111,63.71527778,49.08333333,68.02361111,66.06527778,45.92638889,66.8109127,29.27777778,61.84047619,27.625,43.3077381,67.89444445,67.10833333,66.91944444,67.56944444,68.13055556,59.73611111,65.54027778,67.92083333,60.91111111,62.15555556,66.15694445,67.04305556,65.74861111,64.23472222,68.43611111,65.46388889,8.075,63.43611111,18.61111111,67.23888889,60.3875,48.09742063,61.09583333,68.6875,66.33888889,61.92638889,64.16666667,62.42777778,63.05138889,60.48928571,65.25138889,62.43333333,52.75277778,54.22361111,67.32916667,35.50138889,62.02083333,46.41666667,64.64583333,60.175,32.39583333,69.32222222,64.32083333,12.26666667,37.73194444,68.46071429,26.11944445,14.97083333,63.475,63.51388889,58.14265873,62.83095238,57.20972222,63.56666667,59.36527778,54.08888889,26.1375,66.34444445,67.19027778,32.99861111,59.01944444,59.71111111,69.70555556,66.65277778,67.70138889,67.67777778,52.13472222,66.87083333,61.58472222,67.17638889,50.33888889,65.87142857,17.27222222,61.6625,64.74861111,55.84444444,59.19305556,65.03055556,67.675,47.75472222,62.72638889,46.90555555,66.89166667,24.85615079,65.60396825,65.13472222,64.43333333,38.6375,57.92916667,29.88333333,47.36527778,66.98571429,34.82361111,49.03333333,67.89246032,62.58333333,66.69285714,67.25972222,65.40555556,67.70138889,52.08333333,66.45654762,58.63194444
67.43888889,65.575,22.15416667,48.04722222,43.09166667,40.96111111,65.45138889,62.51527778,28.75,9.549999999,60.66527778,59.86805556,17.14305555,65.75972222,10.30555556,39.24027778,31.99305555,43.33194444,59.41944444,63.26666667,52.75555556,64.69027778,31.5625,57.01666667,63.62638889,29.31809524,64.82361111,62.73888889,16.33333333,4.533333333,59.41111111,66.7625,54.5875,58.41805556,66.18055556,65.6,68.50277778,66.28611111,19.28789683,61.0625,21.50416667,31.10138889,56.94444444,14.57083333,68.05277778,67.74444445,61.10555556,20.22222222,21.08472222,63.05416667,62.90555556,51.79583333,20.48055556,48.19722222,61.08472222,61.81944445,16.27202381,59.64444445,62.75972222,35.77083333,20.94861111,64.43194444,59.46527778,28.2125,20.58333333,65.6,63.55277778,68.79166667,33.98194444,29.67222222,21.14305556,60.76527778,45.90416667,20.50833333,68.20972222,21.40833333,18.61111111,7.529166667,23.70694444,16.27361111,61.56666667,26.48194444,16.40833333,51.65138889,13.17222222,17.00416667,60.68638889,28.17638889,11.55,67.51388889,47.61464286,30.88630952,68.10833333,65.64186508,63.12777778,22.00833333,66.21111111,67.78888889,31.32916667,68.33055556,18.24722222,60.01944444,20.21666667,28.35,66.85972222,65.93611111,64.72638889,68.45972222,26.69861111,61.025,46.38611111,66.31944445,60.29027778,30.19583333,66.45416667,66.65833333,66.42083333,65.80138889,68.10555556,66.85,6.2,64.62976191,25.66944444,68.12777778,59.46944444,14.85555556,59.70277778,67.16230159,65.36825397,63.1125,33.45952381,36.45833333,19.36305556,57.24940476,65.97222222,62.98055556,64.9,24.86527778,66.23194444,41.80019841,64.2375,29.53888889,60.42083333,60.6375,23.94722222,68.26805556,34.83194445,0,20.48948413,69.20555556,19.75734127,10.42083333,61.81805556,63.36111111,57.22361111,62.65,58.2125,61.58333333,32.95833333,62.62222222,20.24166667,65.49166667,66.77638889,44.79722222,24.71111111,58.36666667,68.89027778,61.95277778,66.32361111,65.05694444,56.23472222,67.72222222,57.35972222,66.61944444,25.65,67.6875,11.31388889,61.53055556,62.62361111,56.04305556,56.65777778,59.11111111,67.59662698,0,64.73888889,12.58333333,65.94583333,17.38888889,64.49722222,65.04206349,63.72638889,38.85357143,50.97003968,33.27281746,55.55277778,64.9875,34.83194445,24.64583333,67.88472222,63.69444444,66.85337302,61.33611111,65.49861111,68.12638889,40.89444445,66.99861111,62.14722222
